customer_id,age,gender,region,sim_type,package,monthly_recharge,call_minutes,data_usage_gb,tenure_months,churn
GP01378,45,Female,Rangpur,Prepaid,Priyo Unlimited,390.0,269.0,3.24,41,No
GP01379,66,Female,Mymensingh,Prepaid,MyPlan,402.0,316.0,5.1,7,No
GP01380,67,Female,Khulna,Prepaid,Ekota,459.0,373.0,1.89,17,No
GP01381,47,Male,Sylhet,Prepaid,Priyo Unlimited,348.0,245.0,2.11,24,No
GP01382,55,Female,Mymensingh,Postpaid,Ekota,294.0,62.0,4.38,20,No
GP01383,68,Male,Sylhet,Prepaid,Priyo Unlimited,95.0,370.0,6.14,39,No
GP01384,21,Female,Dhaka,Postpaid,Priyo Unlimited,348.0,223.0,1.73,27,No
GP01385,18,Male,Sylhet,Postpaid,Nishchinto,454.0,506.0,3.48,2,No
GP01386,25,Male,Rajshahi,Postpaid,Nishchinto,135.0,190.0,2.24,51,Yes
GP01387,46,Male,Dhaka,Postpaid,Nishchinto,266.0,212.0,4.11,1,No
GP01388,56,Female,Barisal,Prepaid,MyPlan,364.0,324.0,0.0,34,No
GP01389,20,Male,Mymensingh,Prepaid,MyPlan,527.0,326.0,2.31,27,No
GP01390,49,Female,Mymensingh,Prepaid,Priyo Unlimited,126.0,292.0,1.85,37,No
GP01391,27,Male,Khulna,Prepaid,Djuice,419.0,194.0,2.32,50,No
GP01392,27,Male,Dhaka,Prepaid,Ekota,246.0,134.0,0.0,6,No
GP01393,36,Male,Barisal,Postpaid,Nishchinto,199.0,182.0,7.05,38,No
GP01394,63,Male,Mymensingh,Postpaid,Ekota,162.0,98.0,0.0,54,No
GP01395,51,Female,Dhaka,Prepaid,Priyo Unlimited,202.0,456.0,3.95,27,No
GP01396,50,Male,Chittagong,Prepaid,Bondhu,375.0,148.0,0.41,48,Yes
GP01397,40,Male,Chittagong,Prepaid,Priyo Unlimited,266.0,221.0,0.51,16,No
GP01398,45,Female,Dhaka,Prepaid,MyPlan,407.0,319.0,3.28,35,No
GP01399,49,Male,Mymensingh,Prepaid,Djuice,132.0,251.0,4.38,27,Yes
GP01400,67,Male,Rangpur,Prepaid,Bondhu,405.0,191.0,0.85,35,No
GP01401,24,Male,Sylhet,Prepaid,Ekota,365.0,235.0,0.78,58,No
GP01402,46,Male,Chittagong,Prepaid,MyPlan,74.0,189.0,0.41,55,Yes
GP01403,25,Female,Rangpur,Prepaid,Nishchinto,526.0,225.0,3.43,36,No
GP01404,18,Female,Rangpur,Prepaid,Bondhu,351.0,289.0,0.91,38,No
GP01405,20,Male,Khulna,Prepaid,MyPlan,415.0,146.0,5.58,28,No
GP01406,41,Female,Barisal,Prepaid,Ekota,473.0,358.0,0.69,56,No
GP01407,40,Female,Rajshahi,Prepaid,Priyo Unlimited,445.0,257.0,4.08,3,No
GP01408,25,Male,Chittagong,Postpaid,Ekota,281.0,192.0,6.09,57,No
GP01409,64,Female,Dhaka,Prepaid,Bondhu,409.0,218.0,3.14,41,No
GP01410,54,Male,Sylhet,Prepaid,Bondhu,50.0,367.0,0.0,31,No
GP01411,20,Female,Rajshahi,Prepaid,Priyo Unlimited,359.0,332.0,3.8,3,No
GP01412,68,Female,Barisal,Prepaid,Bondhu,560.0,274.0,2.51,38,No
GP01413,50,Female,Rangpur,Postpaid,Djuice,196.0,190.0,2.92,53,No
GP01414,45,Male,Barisal,Prepaid,Nishchinto,437.0,307.0,6.17,52,No
GP01415,64,Female,Mymensingh,Prepaid,MyPlan,566.0,251.0,3.1,24,No
GP01416,25,Male,Chittagong,Prepaid,Priyo Unlimited,403.0,425.0,4.03,26,No
GP01417,51,Male,Barisal,Prepaid,Ekota,454.0,246.0,1.68,41,No
GP01418,52,Female,Barisal,Prepaid,Ekota,65.0,418.0,2.44,47,No
GP01419,49,Male,Sylhet,Prepaid,Nishchinto,160.0,269.0,5.25,28,No
GP01420,41,Female,Mymensingh,Prepaid,Bondhu,514.0,146.0,3.27,9,No
GP01421,31,Male,Mymensingh,Prepaid,Bondhu,444.0,580.0,3.57,37,No
GP01422,49,Male,Rangpur,Prepaid,Ekota,374.0,105.0,5.0,53,No
GP01423,63,Female,Sylhet,Prepaid,Nishchinto,260.0,52.0,6.26,27,No
GP01424,60,Female,Sylhet,Prepaid,Ekota,343.0,43.0,0.69,48,Yes
GP01425,33,Female,Dhaka,Prepaid,Bondhu,561.0,524.0,2.02,3,No
GP01426,21,Female,Barisal,Prepaid,Priyo Unlimited,285.0,462.0,5.92,41,No
GP01427,69,Male,Barisal,Prepaid,MyPlan,405.0,264.0,6.98,49,No
GP01428,54,Male,Mymensingh,Prepaid,Bondhu,401.0,293.0,2.48,28,No
GP01429,38,Male,Barisal,Prepaid,Priyo Unlimited,200.0,275.0,3.54,32,No
GP01430,31,Female,Khulna,Prepaid,MyPlan,212.0,73.0,3.7,35,No
GP01431,48,Male,Sylhet,Prepaid,Djuice,529.0,396.0,3.47,7,No
GP01432,65,Female,Rajshahi,Postpaid,Nishchinto,386.0,383.0,3.5,7,No
GP01433,35,Male,Mymensingh,Prepaid,Priyo Unlimited,198.0,127.0,5.73,21,No
GP01434,24,Female,Chittagong,Prepaid,Djuice,253.0,283.0,0.0,32,Yes
GP01435,27,Male,Mymensingh,Prepaid,Bondhu,152.0,243.0,1.69,38,No
GP01436,24,Male,Rangpur,Postpaid,Nishchinto,460.0,229.0,4.28,20,No
GP01437,50,Female,Rajshahi,Prepaid,Priyo Unlimited,262.0,182.0,2.01,8,No
GP01438,40,Male,Rangpur,Postpaid,Bondhu,264.0,239.0,3.57,4,No
GP01439,38,Female,Dhaka,Postpaid,Nishchinto,426.0,197.0,5.17,26,No
GP01440,36,Male,Dhaka,Prepaid,Nishchinto,50.0,356.0,6.2,15,No
GP01441,65,Male,Rangpur,Postpaid,Bondhu,294.0,247.0,3.55,6,No
GP01442,36,Female,Barisal,Prepaid,Bondhu,298.0,181.0,5.98,48,No
GP01443,53,Female,Rajshahi,Postpaid,Priyo Unlimited,257.0,247.0,3.28,32,No
GP01444,46,Male,Barisal,Prepaid,Nishchinto,218.0,236.0,2.39,5,Yes
GP01445,35,Male,Mymensingh,Prepaid,Priyo Unlimited,193.0,232.0,0.0,44,No
GP01446,19,Male,Khulna,Prepaid,Nishchinto,342.0,318.0,0.99,46,No
GP01447,18,Male,Dhaka,Postpaid,Priyo Unlimited,148.0,222.0,3.01,58,Yes
GP01448,64,Male,Dhaka,Prepaid,Bondhu,324.0,193.0,3.05,6,No
GP01449,22,Male,Rajshahi,Prepaid,Bondhu,217.0,114.0,3.46,3,No
GP01450,37,Female,Dhaka,Prepaid,Ekota,227.0,249.0,6.67,29,No
GP01451,28,Female,Khulna,Prepaid,Priyo Unlimited,330.0,375.0,4.5,19,No
GP01452,59,Female,Khulna,Prepaid,Ekota,225.0,238.0,4.61,10,No
GP01453,19,Male,Khulna,Prepaid,Ekota,490.0,200.0,6.66,7,No
GP01454,20,Male,Chittagong,Prepaid,Djuice,279.0,174.0,2.29,45,No
GP01455,40,Male,Khulna,Prepaid,Nishchinto,457.0,78.0,1.98,1,No
GP01456,29,Female,Khulna,Prepaid,MyPlan,186.0,368.0,5.44,1,No
GP01457,37,Female,Chittagong,Prepaid,Djuice,182.0,298.0,3.97,17,No
GP01458,22,Male,Barisal,Prepaid,Nishchinto,51.0,327.0,2.91,22,No
GP01459,54,Male,Mymensingh,Postpaid,MyPlan,226.0,275.0,2.88,36,No
GP01460,55,Female,Sylhet,Prepaid,Ekota,265.0,169.0,2.66,14,No
GP01461,47,Female,Dhaka,Postpaid,MyPlan,312.0,218.0,2.8,6,No
GP01462,26,Female,Khulna,Prepaid,Bondhu,405.0,200.0,2.99,30,No
GP01463,51,Male,Dhaka,Prepaid,Bondhu,394.0,208.0,2.41,46,No
GP01464,61,Male,Rajshahi,Prepaid,Priyo Unlimited,470.0,209.0,4.11,47,No
GP01465,52,Male,Dhaka,Postpaid,Nishchinto,167.0,360.0,4.49,33,No
GP01466,69,Female,Rangpur,Prepaid,Djuice,305.0,452.0,1.87,20,No
GP01467,39,Female,Barisal,Prepaid,Ekota,150.0,163.0,4.81,16,No
GP01468,61,Male,Mymensingh,Prepaid,Nishchinto,362.0,233.0,0.46,4,No
GP01469,41,Male,Chittagong,Prepaid,Ekota,571.0,272.0,4.01,34,No
GP01470,34,Female,Dhaka,Postpaid,Bondhu,121.0,152.0,4.11,1,No
GP01471,27,Male,Dhaka,Prepaid,Djuice,403.0,255.0,2.83,13,No
GP01472,47,Female,Dhaka,Prepaid,Djuice,457.0,285.0,3.11,48,No
GP01473,63,Female,Sylhet,Prepaid,Bondhu,166.0,242.0,2.53,8,No
GP01474,40,Male,Sylhet,Prepaid,MyPlan,365.0,313.0,1.98,22,No
GP01475,49,Female,Rajshahi,Prepaid,Djuice,246.0,250.0,3.0,4,No
GP01476,34,Male,Chittagong,Prepaid,MyPlan,282.0,0.0,1.91,34,Yes
GP01477,67,Female,Dhaka,Postpaid,Ekota,241.0,154.0,5.28,45,No
GP01478,68,Female,Dhaka,Prepaid,Djuice,266.0,393.0,0.0,37,No
GP01479,34,Male,Dhaka,Postpaid,Priyo Unlimited,473.0,302.0,2.73,57,No
GP01480,31,Female,Dhaka,Prepaid,Bondhu,288.0,0.0,0.0,23,Yes
GP01481,26,Male,Sylhet,Prepaid,MyPlan,210.0,99.0,0.87,20,No
GP01482,57,Male,Barisal,Prepaid,Priyo Unlimited,310.0,322.0,1.85,53,No
GP01483,19,Female,Barisal,Prepaid,Ekota,50.0,192.0,5.68,24,Yes
GP01484,62,Male,Rajshahi,Prepaid,Ekota,177.0,0.0,5.31,27,No
GP01485,42,Male,Rangpur,Prepaid,Djuice,487.0,356.0,3.15,13,No
GP01486,56,Male,Khulna,Prepaid,Djuice,278.0,322.0,3.13,5,Yes
GP01487,26,Male,Chittagong,Prepaid,Priyo Unlimited,228.0,167.0,5.07,16,No
GP01488,39,Male,Barisal,Prepaid,Nishchinto,326.0,375.0,5.26,38,No
GP01489,60,Male,Rangpur,Prepaid,Nishchinto,410.0,171.0,1.85,48,No
GP01490,63,Female,Mymensingh,Prepaid,Djuice,499.0,188.0,4.35,29,No
GP01491,21,Male,Mymensingh,Prepaid,Nishchinto,232.0,201.0,1.09,26,No
GP01492,43,Female,Dhaka,Prepaid,Bondhu,236.0,60.0,2.22,22,Yes
GP01493,46,Female,Mymensingh,Prepaid,Priyo Unlimited,267.0,291.0,4.19,24,No
GP01494,62,Male,Barisal,Postpaid,Bondhu,454.0,302.0,1.68,13,No
GP01495,51,Female,Rajshahi,Postpaid,Nishchinto,309.0,204.0,2.29,43,No
GP01496,40,Female,Khulna,Prepaid,Djuice,625.0,321.0,0.0,21,Yes
GP01497,54,Male,Barisal,Prepaid,Bondhu,276.0,91.0,3.9,1,No
GP01498,28,Male,Rajshahi,Prepaid,Ekota,565.0,319.0,1.23,4,No
GP01499,23,Male,Mymensingh,Postpaid,Djuice,166.0,283.0,1.36,3,No
GP01500,35,Female,Sylhet,Prepaid,Priyo Unlimited,92.0,181.0,5.71,50,Yes
GP01501,38,Female,Khulna,Prepaid,MyPlan,285.0,291.0,1.63,23,No
GP01502,59,Male,Rajshahi,Prepaid,MyPlan,471.0,162.0,4.5,16,No
GP01503,53,Male,Rangpur,Prepaid,Djuice,228.0,361.0,5.2,45,No
GP01504,58,Female,Barisal,Prepaid,Nishchinto,208.0,303.0,4.83,13,No
GP01505,55,Female,Sylhet,Prepaid,Bondhu,454.0,286.0,2.5,39,No
GP01506,51,Female,Rangpur,Prepaid,Bondhu,406.0,204.0,2.15,31,No
GP01507,34,Female,Rajshahi,Prepaid,Djuice,181.0,328.0,1.17,24,No
GP01508,54,Male,Rajshahi,Prepaid,Ekota,172.0,370.0,0.0,47,No
GP01509,42,Female,Mymensingh,Prepaid,Priyo Unlimited,424.0,411.0,4.54,58,No
GP01510,55,Female,Rangpur,Prepaid,Nishchinto,55.0,195.0,4.35,15,No
GP01511,29,Female,Barisal,Postpaid,Ekota,462.0,332.0,3.95,5,No
GP01512,40,Female,Khulna,Prepaid,Djuice,404.0,390.0,0.0,49,No
GP01513,59,Male,Sylhet,Prepaid,Djuice,50.0,226.0,2.65,22,No
GP01514,39,Male,Mymensingh,Prepaid,Ekota,302.0,391.0,4.26,22,No
GP01515,38,Female,Dhaka,Postpaid,MyPlan,50.0,266.0,5.57,11,Yes
GP01516,44,Female,Chittagong,Postpaid,Djuice,119.0,148.0,3.6,24,Yes
GP01517,48,Male,Khulna,Prepaid,Priyo Unlimited,225.0,179.0,3.39,45,No
GP01518,23,Male,Mymensingh,Prepaid,Nishchinto,110.0,106.0,1.64,10,Yes
GP01519,44,Female,Sylhet,Prepaid,Ekota,633.0,246.0,3.76,47,No
GP01520,57,Female,Rangpur,Prepaid,MyPlan,430.0,234.0,2.53,34,No
GP01521,51,Male,Rajshahi,Prepaid,Ekota,505.0,269.0,1.54,11,No
GP01522,29,Male,Rangpur,Postpaid,MyPlan,279.0,386.0,0.69,57,No
GP01523,62,Male,Mymensingh,Prepaid,MyPlan,305.0,248.0,1.11,43,No
GP01524,24,Male,Sylhet,Postpaid,Priyo Unlimited,537.0,223.0,3.65,29,No
GP01525,27,Male,Rangpur,Postpaid,Nishchinto,365.0,230.0,0.22,22,No
GP01526,62,Male,Rangpur,Prepaid,Djuice,392.0,65.0,2.41,33,No
GP01527,34,Female,Chittagong,Postpaid,MyPlan,163.0,318.0,5.62,57,No
GP01528,43,Male,Barisal,Prepaid,Djuice,163.0,235.0,0.13,8,No
GP01529,38,Male,Mymensingh,Prepaid,Nishchinto,339.0,258.0,3.9,58,No
GP01530,45,Male,Chittagong,Prepaid,Djuice,356.0,230.0,4.09,49,No
GP01531,63,Male,Mymensingh,Prepaid,Priyo Unlimited,150.0,263.0,2.42,32,No
GP01532,19,Female,Dhaka,Prepaid,Priyo Unlimited,354.0,119.0,4.24,40,No
GP01533,60,Female,Dhaka,Prepaid,Bondhu,117.0,250.0,2.62,45,Yes
GP01534,18,Male,Chittagong,Prepaid,Priyo Unlimited,302.0,190.0,4.59,23,No
GP01535,68,Female,Khulna,Prepaid,MyPlan,84.0,253.0,0.86,5,Yes
GP01536,53,Female,Khulna,Prepaid,Nishchinto,499.0,149.0,6.78,31,No
GP01537,68,Female,Rangpur,Postpaid,Priyo Unlimited,253.0,298.0,5.87,29,No
GP01538,43,Female,Rangpur,Prepaid,Ekota,196.0,252.0,0.0,6,No
GP01539,46,Female,Rajshahi,Prepaid,Nishchinto,128.0,120.0,5.34,52,Yes
GP01540,38,Female,Dhaka,Prepaid,MyPlan,114.0,345.0,1.85,25,No
GP01541,28,Male,Mymensingh,Prepaid,Nishchinto,365.0,199.0,5.87,25,No
GP01542,57,Male,Rajshahi,Prepaid,Priyo Unlimited,451.0,214.0,5.02,31,No
GP01543,28,Male,Dhaka,Prepaid,Ekota,436.0,330.0,0.83,58,No
GP01544,53,Male,Chittagong,Prepaid,Bondhu,509.0,357.0,4.15,14,No
GP01545,66,Male,Khulna,Prepaid,MyPlan,562.0,203.0,1.6,17,No
GP01546,56,Female,Rangpur,Postpaid,MyPlan,444.0,261.0,4.08,16,No
GP01547,57,Male,Khulna,Prepaid,Nishchinto,225.0,318.0,3.09,28,No
GP01548,52,Male,Chittagong,Prepaid,Djuice,325.0,376.0,1.54,9,No
GP01549,51,Female,Rajshahi,Prepaid,Djuice,50.0,259.0,0.33,51,Yes
GP01550,64,Female,Rajshahi,Prepaid,Ekota,396.0,297.0,3.46,2,No
GP01551,41,Male,Sylhet,Prepaid,Bondhu,322.0,159.0,3.93,4,No
GP01552,39,Female,Rangpur,Prepaid,Bondhu,539.0,99.0,2.68,20,No
GP01553,22,Female,Rangpur,Prepaid,Nishchinto,188.0,305.0,1.45,41,No
GP01554,50,Female,Mymensingh,Prepaid,Nishchinto,377.0,169.0,2.03,36,No
GP01555,53,Female,Rangpur,Prepaid,Djuice,149.0,158.0,0.81,37,Yes
GP01556,64,Male,Dhaka,Postpaid,Priyo Unlimited,283.0,314.0,4.47,6,No
GP01557,37,Female,Rajshahi,Prepaid,Bondhu,55.0,235.0,0.0,52,Yes
GP01558,36,Male,Chittagong,Prepaid,Priyo Unlimited,503.0,273.0,4.9,1,No
GP01559,52,Male,Rajshahi,Prepaid,Bondhu,458.0,122.0,2.85,45,No
GP01560,69,Female,Khulna,Prepaid,Priyo Unlimited,229.0,159.0,4.04,50,No
GP01561,60,Female,Dhaka,Prepaid,Priyo Unlimited,339.0,413.0,4.24,3,No
GP01562,34,Female,Rangpur,Prepaid,Bondhu,306.0,184.0,3.23,52,No
GP01563,62,Male,Mymensingh,Prepaid,Ekota,208.0,230.0,2.22,37,No
GP01564,60,Female,Mymensingh,Prepaid,Ekota,318.0,274.0,5.21,45,No
GP01565,51,Female,Mymensingh,Prepaid,Nishchinto,234.0,143.0,0.0,42,No
GP01566,26,Female,Barisal,Postpaid,Priyo Unlimited,447.0,385.0,5.6,58,No
GP01567,43,Female,Sylhet,Prepaid,Priyo Unlimited,268.0,251.0,0.75,3,Yes
GP01568,19,Female,Dhaka,Prepaid,Priyo Unlimited,659.0,226.0,2.35,43,No
GP01569,26,Male,Khulna,Postpaid,Priyo Unlimited,288.0,357.0,5.86,33,No
GP01570,26,Female,Rangpur,Prepaid,Priyo Unlimited,317.0,341.0,7.46,59,No
GP01571,57,Female,Khulna,Prepaid,Djuice,379.0,447.0,3.36,59,No
GP01572,34,Female,Khulna,Prepaid,MyPlan,426.0,206.0,0.29,15,No
GP01573,18,Male,Rangpur,Prepaid,Priyo Unlimited,312.0,469.0,4.71,56,No
GP01574,42,Female,Khulna,Prepaid,Djuice,376.0,315.0,2.92,56,No
GP01575,60,Male,Mymensingh,Prepaid,Ekota,327.0,419.0,0.88,4,No
GP01576,57,Male,Chittagong,Prepaid,Priyo Unlimited,183.0,349.0,3.44,15,No
GP01577,59,Female,Sylhet,Prepaid,Ekota,143.0,186.0,0.38,7,Yes
GP01578,42,Female,Barisal,Prepaid,Nishchinto,405.0,167.0,3.39,47,No
GP01579,56,Female,Khulna,Postpaid,MyPlan,528.0,70.0,1.16,4,No
GP01580,52,Male,Khulna,Prepaid,Bondhu,55.0,49.0,0.0,3,Yes
GP01581,20,Male,Rajshahi,Prepaid,MyPlan,85.0,189.0,0.0,23,Yes
GP01582,67,Male,Sylhet,Prepaid,Priyo Unlimited,83.0,377.0,1.78,14,No
GP01583,54,Male,Dhaka,Prepaid,Priyo Unlimited,416.0,200.0,4.0,6,No
GP01584,61,Male,Sylhet,Prepaid,MyPlan,429.0,182.0,5.51,33,No
GP01585,61,Male,Sylhet,Prepaid,MyPlan,154.0,320.0,5.86,9,No
GP01586,68,Female,Rangpur,Postpaid,Nishchinto,631.0,164.0,0.0,12,No
GP01587,47,Female,Rangpur,Prepaid,Ekota,242.0,434.0,2.55,50,No
GP01588,55,Male,Rangpur,Prepaid,Bondhu,515.0,224.0,1.78,35,No
GP01589,51,Female,Barisal,Prepaid,MyPlan,421.0,343.0,2.79,53,No
GP01590,29,Female,Mymensingh,Prepaid,Bondhu,156.0,230.0,5.82,31,No
GP01591,36,Male,Sylhet,Prepaid,MyPlan,237.0,252.0,3.32,51,No
GP01592,54,Male,Barisal,Prepaid,Ekota,169.0,363.0,4.74,3,No
GP01593,61,Female,Khulna,Postpaid,Bondhu,98.0,273.0,7.42,56,No
GP01594,66,Male,Rangpur,Prepaid,Djuice,262.0,399.0,0.0,46,Yes
GP01595,34,Male,Khulna,Prepaid,Ekota,120.0,172.0,2.05,36,Yes
GP01596,27,Female,Rangpur,Prepaid,Bondhu,274.0,120.0,4.14,13,No
GP01597,66,Male,Chittagong,Prepaid,MyPlan,590.0,75.0,3.53,13,No
GP01598,64,Female,Barisal,Prepaid,MyPlan,405.0,375.0,5.1,58,No
GP01599,29,Female,Barisal,Postpaid,Ekota,216.0,340.0,2.23,34,No
GP01600,33,Female,Mymensingh,Postpaid,Ekota,204.0,223.0,3.41,21,No
GP01601,41,Female,Dhaka,Prepaid,MyPlan,240.0,280.0,1.49,34,No
GP01602,36,Female,Rajshahi,Prepaid,Bondhu,611.0,357.0,5.13,42,No
GP01603,25,Male,Sylhet,Postpaid,Djuice,137.0,231.0,3.08,43,Yes
GP01604,48,Male,Dhaka,Prepaid,Nishchinto,300.0,74.0,5.81,28,No
GP01605,38,Male,Barisal,Prepaid,Ekota,370.0,75.0,5.82,56,No
GP01606,34,Male,Dhaka,Prepaid,MyPlan,482.0,141.0,0.44,47,Yes
GP01607,40,Female,Chittagong,Prepaid,Bondhu,250.0,260.0,6.13,35,No
GP01608,54,Female,Rajshahi,Prepaid,Ekota,156.0,156.0,4.86,14,No
GP01609,33,Male,Mymensingh,Postpaid,Bondhu,343.0,353.0,2.69,18,No
GP01610,23,Female,Barisal,Postpaid,Ekota,497.0,123.0,4.68,19,No
GP01611,25,Male,Barisal,Prepaid,MyPlan,259.0,181.0,1.98,19,No
GP01612,42,Male,Sylhet,Prepaid,Bondhu,174.0,68.0,5.72,33,No
GP01613,35,Male,Mymensingh,Postpaid,MyPlan,317.0,205.0,3.2,51,No
GP01614,42,Female,Mymensingh,Prepaid,Bondhu,56.0,251.0,4.78,35,No
GP01615,29,Female,Rangpur,Prepaid,Ekota,267.0,358.0,1.74,20,No
GP01616,32,Female,Rajshahi,Prepaid,Nishchinto,477.0,262.0,3.56,29,No
GP01617,43,Female,Chittagong,Prepaid,Nishchinto,431.0,324.0,4.77,8,No
GP01618,58,Male,Khulna,Prepaid,Djuice,278.0,351.0,3.62,25,No
GP01619,62,Female,Dhaka,Prepaid,Djuice,549.0,289.0,4.12,17,No
GP01620,43,Female,Mymensingh,Prepaid,Priyo Unlimited,586.0,160.0,1.48,1,No
GP01621,64,Female,Sylhet,Postpaid,MyPlan,400.0,290.0,3.61,38,No
GP01622,49,Male,Barisal,Prepaid,Bondhu,80.0,399.0,1.49,49,Yes
GP01623,27,Male,Khulna,Prepaid,Djuice,50.0,219.0,2.96,53,No
GP01624,33,Female,Chittagong,Prepaid,Ekota,508.0,305.0,2.01,30,No
GP01625,24,Female,Rajshahi,Prepaid,Nishchinto,337.0,303.0,2.59,28,No
GP01626,34,Female,Mymensingh,Prepaid,Bondhu,545.0,213.0,0.0,33,No
GP01627,40,Female,Dhaka,Prepaid,Priyo Unlimited,99.0,344.0,3.05,13,Yes
GP01628,43,Male,Mymensingh,Prepaid,Nishchinto,276.0,212.0,2.78,24,No
GP01629,38,Female,Sylhet,Prepaid,Bondhu,454.0,295.0,0.0,44,No
GP01630,39,Female,Mymensingh,Postpaid,Djuice,191.0,226.0,3.68,37,No
GP01631,24,Female,Mymensingh,Prepaid,Djuice,452.0,254.0,4.65,22,No
GP01632,31,Male,Mymensingh,Prepaid,MyPlan,282.0,343.0,3.63,52,No
GP01633,32,Male,Barisal,Prepaid,Priyo Unlimited,304.0,55.0,4.57,13,No
GP01634,24,Female,Barisal,Prepaid,Bondhu,122.0,312.0,1.95,40,No
GP01635,26,Female,Khulna,Postpaid,Priyo Unlimited,338.0,321.0,2.57,12,No
GP01636,68,Female,Khulna,Postpaid,Ekota,629.0,193.0,3.15,57,No
GP01637,65,Female,Dhaka,Prepaid,Priyo Unlimited,358.0,247.0,3.29,41,No
GP01638,25,Female,Rajshahi,Prepaid,Djuice,181.0,152.0,0.0,49,No
GP01639,67,Male,Chittagong,Prepaid,MyPlan,509.0,170.0,1.16,46,No
GP01640,40,Male,Rangpur,Prepaid,Djuice,186.0,277.0,5.0,7,No
GP01641,46,Male,Rajshahi,Prepaid,Nishchinto,558.0,513.0,1.44,36,No
GP01642,35,Female,Rajshahi,Prepaid,Djuice,109.0,316.0,2.51,29,No
GP01643,48,Male,Rajshahi,Postpaid,Bondhu,341.0,165.0,2.9,29,No
GP01644,47,Male,Rangpur,Prepaid,MyPlan,529.0,328.0,0.32,26,No
GP01645,69,Male,Dhaka,Prepaid,Bondhu,170.0,308.0,6.16,27,No
GP01646,56,Female,Rangpur,Prepaid,Ekota,312.0,77.0,2.94,24,No
GP01647,52,Female,Dhaka,Prepaid,Ekota,474.0,218.0,1.29,31,No
GP01648,35,Male,Rangpur,Prepaid,Djuice,50.0,236.0,4.3,7,Yes
GP01649,59,Female,Chittagong,Prepaid,MyPlan,439.0,262.0,2.41,17,No
GP01650,56,Male,Mymensingh,Prepaid,Priyo Unlimited,287.0,247.0,3.12,49,No
GP01651,34,Male,Rajshahi,Prepaid,MyPlan,516.0,265.0,5.82,33,No
GP01652,31,Male,Mymensingh,Postpaid,MyPlan,176.0,156.0,1.92,34,No
GP01653,48,Male,Dhaka,Prepaid,MyPlan,92.0,217.0,5.29,58,No
GP01654,41,Female,Rangpur,Prepaid,Djuice,219.0,223.0,2.32,18,No
GP01655,52,Female,Chittagong,Prepaid,Bondhu,215.0,366.0,3.14,41,No
GP01656,61,Female,Rangpur,Postpaid,Djuice,269.0,180.0,3.61,5,No
GP01657,62,Female,Mymensingh,Prepaid,Priyo Unlimited,230.0,226.0,2.31,1,No
GP01658,51,Male,Barisal,Prepaid,Bondhu,50.0,214.0,0.97,7,No
GP01659,20,Female,Chittagong,Postpaid,Priyo Unlimited,286.0,409.0,3.91,58,No
GP01660,54,Male,Rajshahi,Prepaid,Nishchinto,335.0,317.0,5.24,34,No
GP01661,60,Female,Sylhet,Prepaid,Nishchinto,271.0,157.0,4.25,3,No
GP01662,57,Female,Rajshahi,Prepaid,Bondhu,343.0,290.0,4.2,36,No
GP01663,43,Female,Sylhet,Postpaid,Djuice,313.0,149.0,2.08,35,No
GP01664,40,Male,Chittagong,Prepaid,Priyo Unlimited,93.0,276.0,4.38,51,No
GP01665,61,Male,Barisal,Prepaid,Priyo Unlimited,255.0,387.0,3.72,57,No
GP01666,56,Male,Mymensingh,Prepaid,Ekota,317.0,54.0,4.73,12,No
GP01667,32,Male,Barisal,Postpaid,Priyo Unlimited,264.0,149.0,3.2,15,No
GP01668,66,Female,Dhaka,Prepaid,Djuice,76.0,266.0,4.19,4,Yes
GP01669,21,Male,Barisal,Prepaid,Ekota,483.0,210.0,2.03,56,No
GP01670,46,Male,Khulna,Postpaid,Djuice,154.0,271.0,4.39,33,No
GP01671,39,Female,Chittagong,Prepaid,MyPlan,114.0,242.0,0.48,16,Yes
GP01672,42,Female,Mymensingh,Postpaid,Priyo Unlimited,306.0,82.0,2.33,29,Yes
GP01673,30,Male,Mymensingh,Postpaid,MyPlan,253.0,312.0,1.61,6,No
GP01674,35,Female,Dhaka,Postpaid,Nishchinto,390.0,117.0,10.01,49,No
GP01675,50,Male,Mymensingh,Prepaid,Nishchinto,431.0,271.0,4.3,37,No
GP01676,33,Female,Barisal,Prepaid,Bondhu,408.0,205.0,0.83,23,No
GP01677,62,Male,Chittagong,Postpaid,Priyo Unlimited,300.0,490.0,0.26,13,No
GP01678,59,Male,Rajshahi,Postpaid,Ekota,383.0,238.0,0.0,44,No
GP01679,61,Male,Barisal,Prepaid,MyPlan,66.0,285.0,0.72,1,Yes
GP01680,19,Male,Rangpur,Postpaid,Djuice,464.0,305.0,1.3,57,No
GP01681,52,Male,Sylhet,Prepaid,Priyo Unlimited,239.0,284.0,1.05,12,No
GP01682,59,Female,Chittagong,Prepaid,Bondhu,595.0,247.0,2.07,27,No
GP01683,51,Male,Mymensingh,Prepaid,Djuice,469.0,151.0,4.67,25,No
GP01684,47,Male,Dhaka,Postpaid,MyPlan,270.0,239.0,2.6,22,No
GP01685,30,Male,Rajshahi,Prepaid,Priyo Unlimited,303.0,63.0,4.43,34,Yes
GP01686,30,Male,Khulna,Prepaid,MyPlan,478.0,299.0,0.87,18,No
GP01687,35,Male,Rajshahi,Postpaid,Priyo Unlimited,50.0,542.0,2.23,41,No
